
 Lista de Imóveis da Caixa;;Data de geração:;27/10/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444425350810 ;CE ;HORIZONTE ;CENTRO ;RUA NORUEGA, N. 34, A ;40.988,85;125.000,00;67.21;Casa, 0.00 de área total, 60.70 de área privativa, 117.81 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425350810
 8444425859291 ;CE ;HORIZONTE ;CENTRO ;RUA DINAMARCA, N. 166, CS B  LT 57 ;40.988,85;125.000,00;67.21;Casa, 0.00 de área total, 60.70 de área privativa, 230.03 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425859291
 8444403444242 ;CE ;HORIZONTE ;VERTENTE ;AVENIDA MARINA FERREIRA DE ALMEIDA, N. 5213, CASA A ;37.709,74;115.000,00;67.21;Casa, 0.00 de área total, 53.14 de área privativa, 282.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403444242
 8444407343491 ;CE ;HORIZONTE ;VERTENTE ;RUA ESPANHA, N. 149, CS B ;37.381,83;114.000,00;67.21;Casa, 0.00 de área total, 53.14 de área privativa, 132.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407343491
 8444410033201 ;CE ;HORIZONTE ;DIADEMA ;RUA DAILSA MATIAS DE LIMA, N. 307,  QD 07 CS B ;54.365,86;165.000,00;67.06;Casa, 0.00 de área total, 77.61 de área privativa, 288.60 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410033201
 8444404119094 ;CE ;HORIZONTE ;VERTENTE ;AVENIDA MARINA FERREIRA DE ALMEIDA, N. 5309, CS B ;32.469,52;98.000,00;66.87;Casa, 0.00 de área total, 53.14 de área privativa, 282.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404119094
 8444404300686 ;CE ;HORIZONTE ;VERTENTE ;RUA SDO01 ATUAL RUA ALEMANHA, N. 292, CASAA GEMINADA LT17 ;28.824,98;87.000,00;66.87;Casa, 0.00 de área total, 53.14 de área privativa, 141.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404300686
 8444404896163 ;CE ;HORIZONTE ;VERTENTE ;RUA SDO 01, N. 257, CASA B ;30.481,59;92.000,00;66.87;Casa, 0.00 de área total, 53.14 de área privativa, 282.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404896163
 8444424386411 ;CE ;HORIZONTE ;CARNAUBAL  DISTRITO ;RUA DINAMARCA, N. 120B, CASA B ;45.751,81;138.000,00;66.85;Casa, 0.00 de área total, 60.70 de área privativa, 115.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424386411
 8444424744326 ;CE ;HORIZONTE ;CARNAUBAL  DIS DOURA ;RUA DINAMARCA, N. 142B, . ;43.099,53;130.000,00;66.85;Casa, 0.00 de área total, 60.70 de área privativa, 115.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424744326
 8444426238720 ;CE ;HORIZONTE ;CARNAUBAL ;RUA NORUEGA, N. 164B, 0 ;43.099,53;130.000,00;66.85;Casa, 0.00 de área total, 60.70 de área privativa, 231.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426238720
 8444427287589 ;CE ;HORIZONTE ;CARNAUBAL ;RUA CROACIA, N. 101B, QD 01 LT 01 ;43.762,60;132.000,00;66.85;Casa, 0.00 de área total, 60.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427287589
 8444427896216 ;CE ;HORIZONTE ;CARNAUBAL ;AVENIDA  PEDRO FELICIO DE OLIVEIRA, N. 5860D, LT06 QD02 ;45.751,81;138.000,00;66.85;Casa, 0.00 de área total, 61.18 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427896216
 8444428138706 ;CE ;HORIZONTE ;CARNAUBAL  DISTRITO ;RUA GRECIA, N. 68B, . ;42.436,46;128.000,00;66.85;Casa, 0.00 de área total, 60.70 de área privativa, 121.88 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428138706
 8444429091819 ;CE ;HORIZONTE ;PLANALTO DA GALILÉIA ;RUA JUVENAL SEMEAO, N. 591, CS B ;44.094,13;133.000,00;66.85;Casa, 0.00 de área total, 63.53 de área privativa, 198.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429091819
 8444423689216 ;CE ;HORIZONTE ;CENTRO ;RUA  DINAMARCA, N. 76, B ;43.099,53;130.000,00;66.85;Casa, 0.00 de área total, 60.70 de área privativa, 231.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423689216
 8444407100394 ;CE ;HORIZONTE ;VERTENTE ;RUA ESPANHA, N. 197, CS A ;43.762,60;132.000,00;66.85;Casa, 0.00 de área total, 53.14 de área privativa, 264.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407100394
 8444413136966 ;CE ;HORIZONTE ;VERTENTE ;TRAVESSA SALVINA MACHADO DE ALMEIDA, N. 13, 0 ;44.757,20;135.000,00;66.85;Casa, 0.00 de área total, 53.11 de área privativa, 180.35 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413136966
 8444418927058 ;CE ;HORIZONTE ;VERTENTE ;RUA SALVINA MACHADO DE ALMEIDA, N. 584, CASA B  LT 12 ;43.099,53;130.000,00;66.85;Casa, 0.00 de área total, 64.49 de área privativa, 322.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418927058
 8444429310855 ;CE ;HORIZONTE ;VERTENTE ;RUA ROMENIA, N. 82C, 0 ;43.099,53;130.000,00;66.85;Casa, 0.00 de área total, 66.15 de área privativa, 116.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429310855
 8444403613788 ;CE ;HORIZONTE ;VERTENTE ;RUA  SDO 1 (ATUAL RUA ALEMANHA), N. 268, CASA A ;27.332,92;82.200,00;66.75;Casa, 0.00 de área total, 53.14 de área privativa, 141.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403613788
 8444404809813 ;CE ;HORIZONTE ;VERTENTE ;RUA SDO 01, N. 245A, CASA ;20.616,07;62.000,00;66.75;Casa, 0.00 de área total, 53.14 de área privativa, 282.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404809813
 8444428098860 ;CE ;HORIZONTE ;CARNAUBAL ;RUA GRECIA, N. 68C, DISTRITO DOURADO ;47.605,33;142.000,00;66.48;Casa, 0.00 de área total, 60.70 de área privativa, 111.66 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428098860
 8444428258973 ;CE ;HORIZONTE ;CARNAUBAL ;RUA GRECIA, N. 55G, 0 ;48.946,32;146.000,00;66.48;Casa, 0.00 de área total, 60.70 de área privativa, 979.85 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428258973
 8444422252515 ;CE ;HORIZONTE ;ZUMBI ;RUA JOSE FRANCISCO DE SOUSA, N. 894, CS 08 ;48.275,82;144.000,00;66.48;Casa, 0.00 de área total, 49.11 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422252515
 8444410085007 ;CE ;HORIZONTE ;DIADEMA ;RUA  DAILSA MATIAS DE LIMA, N. 324, CS B ;46.934,83;140.000,00;66.48;Casa, 0.00 de área total, 69.43 de área privativa, 136.56 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410085007
 8444403412278 ;CE ;HORIZONTE ;VERTENTE ;AVENIDA MARINA FERREIRA DE ALMEIDA, N. 5201, CASA B ;47.605,33;142.000,00;66.48;Casa, 0.00 de área total, 53.14 de área privativa, 141.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403412278
 8444405229454 ;CE ;HORIZONTE ;VERTENTE ;RUA SDO 01 ATUAL RUA ALEMANHA, N. 27, CS A ;49.281,57;147.000,00;66.48;Casa, 0.00 de área total, 53.14 de área privativa, 282.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405229454
 8444408884887 ;CE ;HORIZONTE ;DISTRITO INDUSTRIAL ;RUA ANTONIO RAMALHO, N. 160, LT 04 ;50.287,32;150.000,00;66.48;Casa, 0.00 de área total, 105.82 de área privativa, 350.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408884887
 8787710307415 ;CE ;HORIZONTE ;ALTO DA ESTRELA ;RUA JOAO SAMPAIO, N. 614, TERRENO 2 ;49.952,07;149.000,00;66.48;Casa, 0.00 de área total, 72.27 de área privativa, 159.01 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710307415
 8444423540778 ;CE ;HORIZONTE ;ALTO DA ESTRELA ;RUA LEONILIA GOMES DE FREITAS, N. 110, CS B ;56.022,07;165.000,00;66.05;Casa, 0.00 de área total, 72.61 de área privativa, 152.94 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423540778
 8444416392955 ;CE ;HORIZONTE ;CAJUEIRO DA MALHADA ;RUA IMPERADOR DOM PEDRO II, N. 85, CS A ;54.324,44;160.000,00;66.05;Casa, 0.00 de área total, 81.60 de área privativa, 396.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416392955
 10189480 ;CE ;HORIZONTE ;CENTRO DIST. DOURADO ;RUA G, N. 00, QD 12, LTS 1, 2 E 3 ;30.823,15;88.000,00;64.98;Terreno, 0.00 de área total, 0.00 de área privativa, 1218.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10189480
 8444412973457 ;CE ;HORIZONTE ;VERTENTE ;TRAVESSA SALVINA MACHADO DE ALMEIDA, N. 33, LT 06  B ;37.884,65;107.000,00;64.60;Casa, 0.00 de área total, 53.11 de área privativa, 213.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412973457
 8555525701110 ;CE ;HORIZONTE ;VERTENTE ;AVENIDA  MARINA FERREIRA DE ALMEIDA, N. 5139, CS A ;35.893,18;100.000,00;64.11;Casa, 0.00 de área total, 53.14 de área privativa, 282.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525701110
 8444423885082 ;CE ;HORIZONTE ;CARNAUBAL ;AVENIDA, N. 5611, LT 15 ;47.409,48;132.000,00;64.09;Casa, 0.00 de área total, 62.46 de área privativa, 170.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423885082
 10181371 ;CE ;HORIZONTE ;LOT TERRA NOBRE ;LOTE 18 AO 22, N. S/N, QD 30, LOT TERRA NOBR ;352.071,55;961.000,00;63.37;Terreno, 0.00 de área total, 0.00 de área privativa, 9163.90 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10181371
 8444406808547 ;CE ;HORIZONTE ;DIADEMA ;RUA MARIA FRANCISCA DE JESUS, N. 221, LT 2526  QD 14 ;62.161,87;169.000,00;63.22;Casa, 0.00 de área total, 96.21 de área privativa, 240.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406808547
 8444409697096 ;CE ;HORIZONTE ;DIADEMA ;RUA SANTA RITA, N. 237, CASA B ;60.690,58;165.000,00;63.22;Casa, 0.00 de área total, 76.95 de área privativa, 180.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409697096
 8444427481458 ;CE ;HORIZONTE ;BUENOS AIRES ;AVENIDA ELIAS BENTO FERREIRA, N. 481, CS B ;58.483,65;159.000,00;63.22;Casa, 0.00 de área total, 75.06 de área privativa, 254.79 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427481458
 8444414664753 ;CE ;HORIZONTE ;CAJUEIRO DA MALHADA ;RUA VINTE DE NOVEMBRO, N. 23, LT 03 ;53.984,91;145.000,00;62.77;Casa, 0.00 de área total, 90.00 de área privativa, 178.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414664753
 8444417642866 ;CE ;HORIZONTE ;ALTO DA ESTRELA ;RUA JOSE ALBERTO DA SILVA, N. 300, CS A LT 5 QD 22 ;71.721,26;192.000,00;62.65;Casa, 0.00 de área total, 80.00 de área privativa, 590.90 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417642866
 8444409489230 ;CE ;HORIZONTE ;ALTO DA ESTRELA ;RUA CHICO PORO, N. 219, LT 0607 ;72.096,77;192.000,00;62.45;Casa, 0.00 de área total, 108.77 de área privativa, 232.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409489230
 8444414557418 ;CE ;HORIZONTE ;VERTENTE ;TRAVESSA SALVINA MACHADO DE ALMEIDA, N. 34B, . ;37.709,74;100.000,00;62.30;Casa, 0.00 de área total, 53.11 de área privativa, 106.75 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414557418
 8444426770901 ;CE ;HORIZONTE ;PLANALTO DA GALILÉIA ;RUA ADAUTO FARIAS, N. 400, CS B ;47.956,96;126.000,00;61.94;Casa, 0.00 de área total, 63.15 de área privativa, 125.39 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426770901
 8444427173516 ;CE ;HORIZONTE ;BAIRRO CARNAUBAL ;RUA CROACIA, N. 101  J, LOTE 01 QUADRA 01 ;42.324,05;111.000,00;61.88;Casa, 0.00 de área total, 60.70 de área privativa, 115.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427173516
 8444406327727 ;CE ;HORIZONTE ;VERTENTE ;RUA ESPANHA, N. 41, CASA A ;40.417,56;106.000,00;61.88;Casa, 0.00 de área total, 53.14 de área privativa, 132.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406327727
 8444409965520 ;CE ;HORIZONTE ;VERTENTE ;RUA ESPANHA, N. 150, CSA ;40.036,26;105.000,00;61.88;Casa, 0.00 de área total, 53.14 de área privativa, 264.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409965520
 8444426497040 ;CE ;HORIZONTE ;CARNAUBAL ;RUA NORUEGA, N. 205A, LT 67 ;45.907,51;120.000,00;61.75;Casa, 0.00 de área total, 60.70 de área privativa, 115.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426497040
 8444427372888 ;CE ;HORIZONTE ;CARNAUBAL ;RUA CROACIA, N. 101, CASA 101F  LT 01  QD 01 ;45.907,51;120.000,00;61.75;Casa, 0.00 de área total, 60.70 de área privativa, 115.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427372888
 8787702509691 ;CE ;HORIZONTE ;ALTO DA ESTRELA ;RUA SDO 01, N. 179A, LT 15 CS A ;45.524,95;119.000,00;61.75;Casa, 0.00 de área total, 56.50 de área privativa, 220.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702509691
 8444407107593 ;CE ;HORIZONTE ;VERTENTE ;RUA ESPANHA, N. 185, CSB ;38.654,19;100.000,00;61.35;Casa, 0.00 de área total, 53.14 de área privativa, 264.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407107593
 8444425700497 ;CE ;HORIZONTE ;DOURADO ;RUA NORUEGA, N. SN, CASA 104 B LT 48 ;52.603,53;136.000,00;61.33;Casa, 0.00 de área total, 60.70 de área privativa, 231.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425700497
 8444427176477 ;CE ;HORIZONTE ;DOURADO ;RUA CROACIA, N. 101I, CARNAUBABAIL ;52.216,73;135.000,00;61.33;Casa, 0.00 de área total, 60.70 de área privativa, 115.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427176477
 8444405210630 ;CE ;HORIZONTE ;VERTENTE ;RUA SDO 01, N. 113, CSB ;50.669,57;131.000,00;61.33;Casa, 0.00 de área total, 53.14 de área privativa, 282.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405210630
 8444423707710 ;CE ;HORIZONTE ;ALTO DA ESTRELA ;RUA JOAO SAMPAIO, N. 620, TERRENO 3 ;50.282,78;130.000,00;61.33;Casa, 0.00 de área total, 72.27 de área privativa, 159.04 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423707710
 8444410889904 ;CE ;HORIZONTE ;PLANALTO DA GALILÉIA ;RUA JUVENAL SEMEAO, N. 300, CSB ;54.757,30;140.000,00;60.89;Casa, 0.00 de área total, 76.17 de área privativa, 396.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 3 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410889904
 8444425579710 ;CE ;HORIZONTE ;CARNAUBAL ;RUA NORUEGA, N. 84B, . ;55.930,67;143.000,00;60.89;Casa, 0.00 de área total, 60.70 de área privativa, 231.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425579710
 8444427017743 ;CE ;HORIZONTE ;DOURADO ;RUA MARIA JOSE NASCIMENTO DE ALECIM, N. 41F, CARNAUBAL ;59.450,79;152.000,00;60.89;Casa, 0.00 de área total, 60.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427017743
 8444427835942 ;CE ;HORIZONTE ;BAIRRO CARNAUBAL ;RUA GRECIA, N. 55B, . ;55.930,67;143.000,00;60.89;Casa, 0.00 de área total, 60.70 de área privativa, 122.48 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427835942
 8444419543601 ;CE ;HORIZONTE ;CATOLE ;RUA JOAO EUSEBIO DA SILVA, N. 552, CASA B ;56.321,79;144.000,00;60.89;Casa, 0.00 de área total, 73.10 de área privativa, 286.14 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419543601
 8444417189924 ;CE ;HORIZONTE ;VERTENTE ;RUA SDO TRAVESSA EUROPA, N. 32B, . ;54.366,17;139.000,00;60.89;Casa, 0.00 de área total, 58.02 de área privativa, 227.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417189924
